owner,period,metric_type,value,unit,objective
david.sun1,2025 年 7 月,新增建联量,100,人,"### 多建联多建信)：新增建联8人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)
    - 目标: 75166534042045..."
david.sun1,2025 年 7 月,新增建联量,40,人,"### 多建联多建信)：新增建联8人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)
    - 目标: 75166534042045..."
david.sun1,2025 年 7 月,新增建联量,8,人,"### 多建联多建信)：新增建联8人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)
    - 目标: 75166534042045..."
david.sun1,2025 年 7 月,新增建联量,8,人,"### 多建联多建信)：新增建联8人/天，并持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)
    - 目标: 75166534042045..."
david.sun1,2025 年 7 月,试驾量,3,组,"### （多卖车多赚钱）：挑战目标1辆财务上达成Q3利润目标，确保增量投入的使用效率
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)

#### Ke..."
david.sun1,2025 年 7 月,试驾量,4,组,"### （多卖车多赚钱）：挑战目标1辆财务上达成Q3利润目标，确保增量投入的使用效率
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404204597250, Owner: shuaijie.xu (open_id: ou_1af28bd84fb5bcccdc24c19f3b6ee707)

#### Ke..."
dejing.ma,2025 年 7 月,交付量,3,台,"### 石家庄裕华万达马德靖7月目标计划
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935445020, Owner: yufeng.zhang5 (open_id: ou_c517b2ae733d4bc916adcc00e18287b6)
    - 目标: 751665342793544502..."
dejing.ma,2025 年 7 月,交付量,3,台,"### 石家庄裕华万达马德靖7月目标计划
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935445020, Owner: yufeng.zhang5 (open_id: ou_c517b2ae733d4bc916adcc00e18287b6)
    - 目标: 751665342793544502..."
dongliang.zhang,2025 年 7 月,交付量,2,台,"### 交付2台目标3单
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 一天打30到50个电话，以及线上留资，展厅留资和老客户介绍
    - Progress: 0%
    - Score: 0
2. 熟悉接待，试驾，谈单，交付流程，了解竞品的权益
    - Progress: 0%
    - Score: 0

---"
dongliang.zhang,2025 年 7 月,交付量,2,台,"### 交付2台目标3单
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 一天打30到50个电话，以及线上留资，展厅留资和老客户介绍
    - Progress: 0%
    - Score: 0
2. 熟悉接待，试驾，谈单，交付流程，了解竞品的权益
    - Progress: 0%
    - Score: 0

---"
dongyu.zhou,2025 年 7 月,新增建联量,192,人,"### 基础工作任务
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 主动建联192
    - Progress: 0%
    - Score: 0
2. 试驾月度60
    - Progress: 0%
    - Score: 0
3. 电话月度120
    - Progress: 0%
    - Score: 0

-..."
emily.dong,2025 年 7 月,交付量,3,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,交付量,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,交付量,3,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,交付量,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,交付量,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,交付量,0,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,新增建联量,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,新增建联量,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,新增建联量,3,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,新增建联量,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,新增建联量,128,人,"### （多建联多建信）：建联 ≥ 5 人/天
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7523331724383518722, Owner: junbo.zhu (open_id: ou_87f675fc2e9dfe5702718f7be10bb7ec)
    - 目标: 7523331724383518722..."
emily.dong,2025 年 7 月,锁单量,2,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,锁单量,4,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,锁单量,2,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
ethan.zhuo,2025 年 7 月,交付量,10,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,交付量,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,交付量,10,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,交付量,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,交付量,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,交付量,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,新增建联量,270,人,"### 卓超5863
13:12
52
VAU
Ocean Y...
ONVO Central Stor... Ethan
V1
(多建联多建信):人均建联>3人/
than ZHUO 卓超 5863
暂无
0.0
0倍
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1
A1月度总新增建联270组
建信池用户60%触达,触达次数>..."
ethan.zhuo,2025 年 7 月,新增建联量,3,人,"### 卓超5863
13:12
52
VAU
Ocean Y...
ONVO Central Stor... Ethan
V1
(多建联多建信):人均建联>3人/
than ZHUO 卓超 5863
暂无
0.0
0倍
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1
A1月度总新增建联270组
建信池用户60%触达,触达次数>..."
ethan.zhuo,2025 年 7 月,新增建联量,270,人,"### 卓超5863
13:12
52
VAU
Ocean Y...
ONVO Central Stor... Ethan
V1
(多建联多建信):人均建联>3人/
than ZHUO 卓超 5863
暂无
0.0
0倍
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1
A1月度总新增建联270组
建信池用户60%触达,触达次数>..."
ethan.zhuo,2025 年 7 月,新增建联量,270,人,"### 卓超5863
13:12
52
VAU
Ocean Y...
ONVO Central Stor... Ethan
V1
(多建联多建信):人均建联>3人/
than ZHUO 卓超 5863
暂无
0.0
0倍
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1
A1月度总新增建联270组
建信池用户60%触达,触达次数>..."
ethan.zhuo,2025 年 7 月,新增建联量,270,人,"### 卓超5863
13:12
52
VAU
Ocean Y...
ONVO Central Stor... Ethan
V1
(多建联多建信):人均建联>3人/
than ZHUO 卓超 5863
暂无
0.0
0倍
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1
A1月度总新增建联270组
建信池用户60%触达,触达次数>..."
ethan.zhuo,2025 年 7 月,锁单量,6,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,锁单量,10,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,锁单量,6,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
evan.liu4,2025 年 7 月,交付量,2,台,"### 月度销售交付目标>1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月锁单目标1台
    - Progress: 0%
    - Score: 0
2. 挑战月交付2台
    - Progress: 0%
    - Score: 0
3. 月试驾目标10个以上
    - Progress: 0%
    - Sco..."
evan.liu4,2025 年 7 月,交付量,2,台,"### 月度销售交付目标>1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月锁单目标1台
    - Progress: 0%
    - Score: 0
2. 挑战月交付2台
    - Progress: 0%
    - Score: 0
3. 月试驾目标10个以上
    - Progress: 0%
    - Sco..."
fangying.liao,2025 年 7 月,交付量,1,台,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)A1)  月度L60锁单及交付目标1.7台A2）月度试驾量>40组A3）月度总跟进数>1080组   日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
fangying.liao,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组 A1)月度个人新增建联>97组  A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
fangying.liao,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组 A1)月度个人新增建联>97组  A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
fangying.liao,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组 A1)月度个人新增建联>97组  A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
fangying.liao,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组 A1)月度个人新增建联>97组  A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
